street,crimes during out,crimes in buffer,rate,long,lat
1111 N LOREL AVE,0,2,0.0,-87.75948813183868,41.900584549294884
1111 N RIDGEWAY AVE,0,2,0.0,-87.72016204455014,41.901101364432314
1111 S STATE ST,0,1,0.0,-87.62746210793199,41.86903289387709
11110 S WESTERN AVE,0,1,0.0,-87.68114645538476,41.69147997669178
11111 S WESTERN AVE,0,1,0.0,-87.68114565918627,41.69145005891744
11117 S CHAMPLAIN AVE,0,1,0.0,-87.60719944129404,41.69253134438162
1112 N CALIFORNIA AVE,0,6,0.0,-87.69684368141195,41.90145026444007
1112 W GEORGE ST,0,2,0.0,-87.65664227507594,41.93440974235467
1113 S ALBANY AVE,0,2,0.0,-87.70327387521364,41.86801359779624
11137 S BISHOP ST,0,1,0.0,-87.65857563775448,41.69150064787923
1114 E 62ND ST,0,1,0.0,-87.59893323947897,41.782312033692534
11143 S GREEN ST,0,2,0.0,-87.64357099558254,41.69155191444296
11153 S PARNELL AVE,0,2,0.0,-87.63630620526459,41.69145536544758
11157 S VINCENNES AVE,0,2,0.0,-87.66418127800665,41.690856576595436
1116 W 18TH PL,0,1,0.0,-87.65386426301502,41.85730839935543
1116 W 98TH ST,0,1,0.0,-87.65096030096252,41.715814750286405
1117 E 81ST ST,0,4,0.0,-87.59683215958351,41.74772280160241
1119 S JEFFERSON ST,0,3,0.0,-87.6422276182045,41.86837033244946
1119 W 114TH PL,0,1,0.0,-87.65022021766943,41.68587833322057
1119 W THORNDALE AVE,0,7,0.0,-87.65860895047724,41.990046848023454
112 S SANGAMON ST,0,1,0.0,-87.65081797260801,41.88027584796537
112 W 112TH PL,0,5,0.0,-87.62599530916624,41.68983138199318
1120 E 45TH ST,0,3,0.0,-87.59852853279502,41.813263115898245
1120 S TROY ST,0,14,0.0,-87.70449175543074,41.867870682466496
11200 S AVENUE O,0,1,0.0,-87.54010750818901,41.69186110295233
11200 S MICHIGAN AVE,0,3,0.0,-87.6210275859627,41.69079415012561
11200 S VERNON AVE,0,1,0.0,-87.61210554732159,41.6909342191485
1121 N LEAMINGTON AVE,0,8,0.0,-87.75451578862322,41.900819465440314
11228 S HOMEWOOD AVE,0,2,0.0,-87.67006642582058,41.689119612173755
11229 S PARNELL AVE,0,1,0.0,-87.63626285150131,41.69007881960695
1123 S TROY ST,0,7,0.0,-87.70449009057467,41.86781578828371
1123 W 18TH PL,0,1,0.0,-87.65415813232906,41.857302722801954
11231 S PARNELL AVE,0,1,0.0,-87.63626178407522,41.690042039068864
11233 S NORMAL AVE,0,4,0.0,-87.63505835996686,41.69001984616494
11235 S PARNELL AVE,1,1,1.0,-87.63625928016191,41.6899687501867
11237 S GREEN ST,0,3,0.0,-87.6435162533244,41.68984275034292
1125 W ROSEMONT AVE,0,1,0.0,-87.65929535239698,41.996385910410964
1126 N CHRISTIANA AVE,0,3,0.0,-87.71057952141436,41.90148308001663
1126 N HAMLIN AVE,0,2,0.0,-87.7213885638838,41.90136770155474
11263 S LANGLEY AVE,0,2,0.0,-87.60593791570665,41.68985525316239
1127 N DAMEN AVE,0,1,0.0,-87.67722858727778,41.902194856671535
113 W 112TH PL,0,5,0.0,-87.62601654896557,41.68983096385329
1130 W 111TH ST,0,2,0.0,-87.65041334589398,41.69225920784367
1130 W FOSTER AVE,0,1,0.0,-87.6584377157599,41.97634361233564
11305 S WASHTENAW AVE,0,2,0.0,-87.68841003747505,41.687988183802425
11306 S LONGWOOD DR,0,1,0.0,-87.6725893911657,41.687908850420826
1132 S CALIFORNIA AVE,0,1,0.0,-87.69594041132271,41.86774359023529
11326 S FORRESTVILLE AVE,0,1,0.0,-87.6095371913006,41.68868034257438
11328 S PARNELL AVE,0,1,0.0,-87.6362056459898,41.68828046132399
1133 S SACRAMENTO BLVD,0,4,0.0,-87.7008239640077,41.86767175969318
11331 S CHURCH ST,0,1,0.0,-87.66721416209595,41.68826495943322
11331 S EGGLESTON AVE,0,2,0.0,-87.6337975600497,41.688255526170586
11335 S LANGLEY AVE,0,1,0.0,-87.60591116616918,41.68855728953796
1134 N HAMLIN AVE,1,2,0.5,-87.72139303388958,41.90151509097689
11340 S LONGWOOD DR,0,2,0.0,-87.67267768422562,41.68736625378892
11348 S STEWART AVE,0,3,0.0,-87.63257972206594,41.687958247838324
11351 S AVENUE H,0,4,0.0,-87.53287028968674,41.689084306691974
11357 S THROOP ST,0,2,0.0,-87.65438459231817,41.68723720969909
1136 N MONTICELLO AVE,0,3,0.0,-87.7177407948983,41.901583294215996
11364 S CHAMPLAIN AVE,0,1,0.0,-87.60710903943225,41.68801424524172
11367 S CHAMPLAIN AVE,0,1,0.0,-87.60710782623737,41.68795935093439
114 S LEAVITT ST,0,2,0.0,-87.68149809118788,41.87975114836273
11400 S PRAIRIE AVE,0,1,0.0,-87.61685842616396,41.687148031316134
11400 S WENTWORTH AVE,0,1,0.0,-87.6277398784231,41.687080723658106
11400 S YALE AVE,0,1,0.0,-87.62894430991079,41.68706619491022
11413 S DR MARTIN LUTHER KING JR DR,0,4,0.0,-87.61320086131741,41.686895586046774
11420 S WESTERN AVE,0,1,0.0,-87.68096791982803,41.68577419888519
11427 S WESTERN AVE,0,1,0.0,-87.68096429735851,41.68566166045984
11431 S CHAMPLAIN AVE,0,2,0.0,-87.60708373164198,41.686781331235366
11439 S MAY ST,0,1,0.0,-87.65068844873699,41.68577573291813
1144 N MASSASOIT AVE,0,3,0.0,-87.76925969890611,41.901077777030565
1144 W 111TH ST,0,2,0.0,-87.6507571950376,41.692254938669635
11443 S MAY ST,0,1,0.0,-87.65068645474501,41.68572193208616
1145 E 67TH ST,0,1,0.0,-87.59702232568718,41.77322665664971
1145 S AUSTIN BLVD,0,1,0.0,-87.77416986643183,41.86646757033238
11451 S ABERDEEN ST,0,1,0.0,-87.64946563259292,41.68561590328513
11453 S RACINE AVE,0,1,0.0,-87.65189632432458,41.68557156348207
1148 N LOREL AVE,0,4,0.0,-87.75950663142507,41.901267134404186
1149 W ROSEMONT AVE,0,1,0.0,-87.65967283430109,41.99638208908543
1150 S LOOMIS ST,0,1,0.0,-87.6615912188731,41.867503853444006
1150 W HUBBARD ST,0,4,0.0,-87.6561924997495,41.890000552309004
11500 S BISHOP ST,0,1,0.0,-87.65795703212312,41.68486979607672
11500 S HALSTED ST,0,5,0.0,-87.64215204662983,41.68508212054006
11500 S HARVARD AVE,0,4,0.0,-87.63127812806057,41.68522055293849
11500 S LOWE AVE,0,6,0.0,-87.63857013313931,41.685122402221594
11500 S PERRY AVE,0,1,0.0,-87.62533851339106,41.685292176140365
1151 S CLINTON ST,0,1,0.0,-87.64074166173712,41.867867964573286
1152 S MICHIGAN AVE,0,4,0.0,-87.62411266695653,41.86801610263609
11525 S STEWART AVE,0,2,0.0,-87.63246762377464,41.684744466497925
1153 E 52ND ST,0,1,0.0,-87.59791401807075,41.800909348327096
1154 E 65TH ST,0,1,0.0,-87.59695193760994,41.77687215982018
11540 S SANGAMON ST,0,1,0.0,-87.64696745381691,41.68360441793899
11554 S PERRY AVE,0,1,0.0,-87.62529279622251,41.68377711898529
1157 W 51ST ST,0,4,0.0,-87.65429937544184,41.80146118871462
1158 W 20TH PL,0,1,0.0,-87.65518953274244,41.85433168363339
1159 W FULLERTON AVE,0,2,0.0,-87.65773433230528,41.925303674807246
116 W 115TH ST,0,3,0.0,-87.62610771828373,41.685282652890855
1160 N LARRABEE ST,0,1,0.0,-87.64319241743536,41.902987738844146
1160 W 20TH PL,0,1,0.0,-87.6552445972292,41.854331185474294
1160 W GRAND AVE,0,1,0.0,-87.65645718193109,41.89109040820169
11600 S HALSTED ST,0,3,0.0,-87.64209871189452,41.683453579457975
11619 S STEWART AVE,0,2,0.0,-87.63241750962584,41.68303407440465
11639 S RACINE AVE,0,1,0.0,-87.65179717154568,41.68241783574442
11649 S LOOMIS ST,0,2,0.0,-87.65665857406059,41.68216704817067
1165 N MILWAUKEE AVE,0,2,0.0,-87.6657110241423,41.90286470541598
11654 S BISHOP ST,0,6,0.0,-87.65787313636362,41.682060601944755
117 S STATE ST,0,11,0.0,-87.62772488380169,41.88021741521389
11700 S HALSTED ST,0,4,0.0,-87.6420302020277,41.68144195169715
11700 S STEWART AVE,0,1,0.0,-87.63237747328098,41.68155839073578
11704 S ELIZABETH ST,0,1,0.0,-87.65297784336641,41.681225711190216
1171 E 61ST ST,0,1,0.0,-87.59711279089731,41.78415800485265
11717 S STEWART AVE,0,1,0.0,-87.6323680595389,41.681245204476774
11727 S PARNELL AVE,0,1,0.0,-87.63598001968265,41.68102027067196
11728 S HARVARD AVE,0,1,0.0,-87.6311588755597,41.681056300581844
11734 S ARTESIAN AVE,0,1,0.0,-87.682021840489,41.680280249863245
11745 S STATE ST,0,2,0.0,-87.62273607053682,41.6804954853876
11745 S WENTWORTH AVE,0,3,0.0,-87.62754919007368,41.680782777044676
11749 S RACINE AVE,0,1,0.0,-87.65173822950783,41.680418728718074
11755 S ARTESIAN AVE,0,1,0.0,-87.68200973965523,41.67989623663645
11758 S VINCENNES AVE,0,2,0.0,-87.6701020673924,41.68051996912622
1176 W CULLERTON ST,0,1,0.0,-87.65570983457378,41.855209760965344
118 N LEAVITT ST,0,3,0.0,-87.68158453003387,41.88355408173955
11800 S HALSTED ST,0,2,0.0,-87.64196831959097,41.67964888350541
11800 S INDIANA AVE,0,2,0.0,-87.61787590316204,41.67991607284085
11800 S MICHIGAN AVE,0,3,0.0,-87.62056922967197,41.67987899273105
11800 S MORGAN ST,0,1,0.0,-87.64683795696753,41.67956436397911
11800 S PARNELL AVE,0,1,0.0,-87.63593916121174,41.67969672424163
11800 S STATE ST,0,2,0.0,-87.62271625108899,41.67985031190561
11825 S MORGAN ST,0,3,0.0,-87.64682270403173,41.67910514497293
11831 S PRAIRIE AVE,0,4,0.0,-87.61662100239904,41.679369029258815
11832 S SANGAMON ST,0,2,0.0,-87.64560405385677,41.678993302862466
11833 S PRAIRIE AVE,0,4,0.0,-87.6166199462541,41.679332248559454
11835 S OAKLEY AVE,0,1,0.0,-87.67895023784149,41.678566889126685
11835 S PERRY AVE,0,3,0.0,-87.62515150947037,41.67917419731938
11837 S INDIANA AVE,0,3,0.0,-87.6178465818843,41.678928378936035
11844 S HALE AVE,0,2,0.0,-87.6731105506352,41.678322368273065
11849 S HALE AVE,0,1,0.0,-87.67312136484102,41.678231318270605
11900 S HALSTED ST,0,2,0.0,-87.64190852219627,41.67781466763199
11900 S WALLACE ST,0,3,0.0,-87.63709282760362,41.67786699694675
11901 S HALSTED ST,0,1,0.0,-87.64190798692904,41.67779627733862
11915 S WALLACE ST,1,5,0.2,-87.63708445315521,41.677591140146326
11923 S CALUMET AVE,0,1,0.0,-87.6154213543003,41.67745540775727
11925 S WALLACE ST,0,4,0.0,-87.63707874525255,41.67740750928219
11930 S PERRY AVE,0,1,0.0,-87.62509034945361,41.67744433289629
1198 S INDEPENDENCE BLVD,0,16,0.0,-87.71952738011358,41.86626177146286
1198 W MARQUETTE RD,0,1,0.0,-87.65429170829866,41.7723331154733
1199 S CENTRAL PARK AVE,0,7,0.0,-87.71542078842917,41.86628980943963
1199 S LOOMIS ST,0,2,0.0,-87.66157085618202,41.8669164606116
1199 S PULASKI RD,0,8,0.0,-87.72517048977411,41.866172130050785
1199 W 75TH ST,0,2,0.0,-87.65392321559736,41.75759345106026
12 W SUPERIOR ST,0,3,0.0,-87.62857870433832,41.8956733265713
120 E 119TH ST,0,1,0.0,-87.61996623148762,41.678066901094205
120 E 18TH ST,0,1,0.0,-87.62307211322346,41.85789012641909
120 S LEAVITT ST,0,2,0.0,-87.68149593735345,41.87967402281496
120 W RANDOLPH ST,0,4,0.0,-87.63154715102922,41.884475212520755
1200 E 63RD ST,0,4,0.0,-87.59620394415577,41.78052226887152
1200 E 71ST ST,0,4,0.0,-87.59584207308933,41.765899967472116
1200 N ASHLAND AVE,0,7,0.0,-87.66749526028305,41.90334633323872
1200 N CAMPBELL AVE,0,1,0.0,-87.6894885005497,41.902992666645936
1200 N CENTRAL AVE,0,11,0.0,-87.76565382337692,41.90214451889232
1200 N CENTRAL PARK AVE,0,7,0.0,-87.71656238917512,41.902754299703815
1200 N CICERO AVE,0,1,0.0,-87.74597835703622,41.902352331822435
1200 N LAKE SHORE DR,0,2,0.0,-87.62500379607607,41.90400104661117
1200 N LEAVITT ST,0,2,0.0,-87.68214005890911,41.90310657216603
1200 N LUIS MUNOZ MARIN DR,0,2,0.0,-87.70552961429628,41.90284544045171
1200 N MASON AVE,0,5,0.0,-87.77414952222858,41.90201630980306
1200 N MASSASOIT AVE,0,2,0.0,-87.76929514267627,41.90209031712601
1200 N MAYFIELD AVE,0,1,0.0,-87.77293841668592,41.902034319375474
1200 N MILWAUKEE AVE,0,7,0.0,-87.66648514996527,41.903358384790295
1200 N WESTERN AVE,0,6,0.0,-87.68702676214029,41.90301612612747
1200 N WOOD ST,0,1,0.0,-87.67238060110427,41.903266724212116
1200 S CALIFORNIA BLVD,0,3,0.0,-87.69590748907784,41.86651066597304
1200 S FAIRFIELD AVE,1,20,0.05,-87.69470106526859,41.86652375200347
1200 S INDIANA AVE,0,1,0.0,-87.62255587141607,41.867484216989546
1200 S JEFFERSON ST,0,3,0.0,-87.64218785422102,41.867219663284146
1200 S KARLOV AVE,0,1,0.0,-87.72761878602601,41.86613695332139
1200 S KEDVALE AVE,1,9,0.1111111111111111,-87.72883502233067,41.8661194593206
1200 S KOLIN AVE,0,1,0.0,-87.73373259596103,41.866049541675
1200 S LAKE SHORE DR,0,2,0.0,-87.61871809320162,41.8674627741996
1200 S MICHIGAN AVE,0,3,0.0,-87.62413151214918,41.86745658610688
1200 S PULASKI RD,0,4,0.0,-87.72517048977411,41.866172130050785
1200 S RACINE AVE,0,8,0.0,-87.65668122631371,41.86699661544195
1200 S ST LOUIS AVE,0,1,0.0,-87.7129818930718,41.86632015570246
1200 S STATE ST,0,9,0.0,-87.62741867640027,41.86741358879579
1200 S UNION AVE,0,1,0.0,-87.64515609497366,41.86717864107037
1200 S WABASH AVE,1,5,0.2,-87.62582986250959,41.86743185624515
1200 W 103RD ST,0,1,0.0,-87.65255777198463,41.706827806600316
1200 W 16TH ST,0,1,0.0,-87.65647915499667,41.85976530434908
1200 W 32ND ST,0,1,0.0,-87.6559718530158,41.836101850329186
1200 W 35TH ST,0,1,0.0,-87.65572758601412,41.83062025345312
1200 W 63RD ST,0,3,0.0,-87.65450197427178,41.77960843080503
1200 W 69TH ST,0,2,0.0,-87.65421109930719,41.768692777819425
1200 W 71ST ST,0,6,0.0,-87.65411569756728,41.76505710352141
1200 W BELMONT AVE,0,1,0.0,-87.6589685848948,41.939838038246776
1200 W DIVERSEY PKWY,0,1,0.0,-87.65871047911006,41.93255620612694
1200 W DIVISION ST,0,1,0.0,-87.65742450947256,41.903508646649286
1200 W FULTON MARKET,0,3,0.0,-87.65683726425065,41.886676375728406
1200 W GRACE ST,0,1,0.0,-87.65926948976394,41.95104756642369
1200 W HUBBARD ST,0,1,0.0,-87.65735797675201,41.88998858505847
1200 W HURON ST,0,2,0.0,-87.6574650923736,41.8944080363276
1200 W PRATT BLVD,0,7,0.0,-87.66091970714281,42.005540058172976
1200 W ROOSEVELT RD,0,8,0.0,-87.65668122631371,41.86699661544195
1200 W SUPERIOR ST,0,1,0.0,-87.6574874278677,41.89492972291846
12000 S PRAIRIE AVE,0,2,0.0,-87.61654332858885,41.67629074321643
12000 S WALLACE ST,0,3,0.0,-87.63703688033306,41.6760470567972
12005 S STEWART AVE,0,2,0.0,-87.63221849058313,41.67600863983865
1201 N HUMBOLDT DR,0,2,0.0,-87.70226682382246,41.902907942649506
1201 W CONGRESS PKWY,0,5,0.0,-87.65701004331171,41.875340706824176
1202 S WABASH AVE,0,5,0.0,-87.62582913333061,41.8673980974945
1203 E MARQUETTE RD,0,1,0.0,-87.59602898005146,41.775055658726785
12033 S LAFAYETTE AVE,0,1,0.0,-87.62378691049507,41.67521893984676
12034 S UNION AVE,0,2,0.0,-87.63942337127939,41.675404317371786
1204 N MASSASOIT AVE,0,2,0.0,-87.76929780373453,41.902163601422046
12042 S LA SALLE ST,0,1,0.0,-87.62619942552115,41.67542681135651
12044 S INDIANA AVE,0,1,0.0,-87.61773608878599,41.67522588220715
1205 E 53RD ST,0,5,0.0,-87.59656008922684,41.799458351350104
1208 E 63RD ST,0,2,0.0,-87.59607817398589,41.780523382812156
1208 N CLEAVER ST,0,4,0.0,-87.66383437242466,41.90353382275465
1208 W WAVELAND AVE,0,2,0.0,-87.65952586077955,41.94896248129028
1209 N LA SALLE DR,0,5,0.0,-87.63292640181221,41.9040489094651
1209 W 50TH ST,0,2,0.0,-87.65545820350835,41.80326695301808
1209 W 86TH ST,0,1,0.0,-87.65374378683387,41.73774930172228
1209 W WEBSTER AVE,0,2,0.0,-87.65868920027913,41.921658310275866
121 S LEAVITT ST,0,2,0.0,-87.68149569845257,41.87966139792562
1210 N ASTOR ST,0,1,0.0,-87.62692987708996,41.904265042423795
1210 W CONGRESS PKWY,0,4,0.0,-87.6573625939672,41.87533537304332
1211 N LA SALLE DR,0,5,0.0,-87.6329278245381,41.90408678854204
1211 W 108TH ST,0,2,0.0,-87.65254884232748,41.69769403929561
12119 S THROOP ST,0,1,0.0,-87.65394642862881,41.67348082371999
1212 N LAKE SHORE DR,0,1,0.0,-87.62504003107539,41.904378601918246
1212 W DIVISION ST,0,1,0.0,-87.6577981465348,41.903503984745434
12131 S PERRY AVE,0,1,0.0,-87.6249364241316,41.67372362596732
12131 S THROOP ST,0,2,0.0,-87.65394006505987,41.67328538894025
12136 S EMERALD AVE,0,2,0.0,-87.64058513704218,41.6735301024399
1214 N LARAMIE AVE,0,2,0.0,-87.75578355913122,41.9026583428217
1215 N MAYFIELD AVE,0,1,0.0,-87.77294703444589,41.902309059936655
1215 S PLYMOUTH CT,0,2,0.0,-87.62838762336479,41.866947485819004
1215 S TROY ST,0,4,0.0,-87.7044376885259,41.866143886130686
1216 N LA SALLE DR,0,5,0.0,-87.6329311946986,41.904181759517925
1216 N SPRINGFIELD AVE,0,3,0.0,-87.72388137545246,41.90323558155436
1218 W GRENSHAW ST,0,2,0.0,-87.65743938968193,41.867822311448066
1219 N CENTRAL AVE,0,5,0.0,-87.7656726317354,41.902664321828716
1219 S ST LOUIS AVE,0,1,0.0,-87.71296456798194,41.865757764333075
122 N HAMLIN BLVD,1,4,0.25,-87.72082853470806,41.8821422418039
12200 S JUSTINE ST,0,1,0.0,-87.65999251298784,41.672085325384906
12206 S WALLACE ST,0,2,0.0,-87.63691545012016,41.672297582938924
12219 S WALLACE ST,0,2,0.0,-87.6369077784627,41.67205850430037
1222 S PULASKI RD,0,6,0.0,-87.72515855570802,41.86576564262696
1222 S STATE ST,0,7,0.0,-87.62741101337333,41.867042244823544
12222 S WALLACE ST,0,2,0.0,-87.63690617996734,41.672003058912814
1224 W 32ND PL,0,1,0.0,-87.65653163687469,41.83518090436736
12241 S LA SALLE ST,0,2,0.0,-87.6260795183758,41.671765201316596
12247 S LA SALLE ST,0,2,0.0,-87.62607633397646,41.67165485921005
12249 S ADA ST,0,7,0.0,-87.65509447314724,41.671257362991646
12249 S LA SALLE ST,0,2,0.0,-87.62607527251188,41.67161807850741
1225 S INDEPENDENCE BLVD,0,4,0.0,-87.72010747289767,41.86577258955146
1225 W NEWPORT AVE,0,1,0.0,-87.65971067187321,41.944395612697356
1227 N MASON AVE,0,3,0.0,-87.77416577775148,41.902510901158024
1227 W 95TH ST,0,6,0.0,-87.65403865253506,41.72132392305568
123 W ADAMS ST,0,1,0.0,-87.6315107511436,41.87940788710149
1230 W 109TH ST,0,1,0.0,-87.65295393567105,41.69586997616696
12300 S LAFAYETTE AVE,0,1,0.0,-87.62365040576599,41.67072034470699
1232 S THROOP ST,0,2,0.0,-87.65910080946199,41.8661046440721
1233 S AVERS AVE,0,4,0.0,-87.72149782935026,41.86561119876178
1234 N MILWAUKEE AVE,0,7,0.0,-87.66770177437115,41.904138758349866
1235 N ARTESIAN AVE,0,3,0.0,-87.68827477925537,41.90365089161815
1236 N MENARD AVE,0,1,0.0,-87.7705308886256,41.90272997436724
1236 S FAIRFIELD AVE,0,6,0.0,-87.69461350336225,41.86550535166706
1238 S THROOP ST,0,1,0.0,-87.6590983560627,41.86602367425144
1238 W 32ND PL,0,1,0.0,-87.65687331739424,41.835176330953885
1239 W JACKSON BLVD,0,2,0.0,-87.65797777233702,41.877775781503594
124 E KENSINGTON AVE,0,1,0.0,-87.62003254091336,41.68393989615781
1240 S RACINE AVE,0,1,0.0,-87.65665637305472,41.86603343750613
1241 N BOSWORTH AVE,0,2,0.0,-87.66617954326907,41.90411714697928
1241 S KEDZIE AVE,1,7,0.14285714285714285,-87.70564651587891,41.86564667112943
1241 W 79TH ST,0,7,0.0,-87.65502754869853,41.75047885725048
1242 N STATE PKWY,0,2,0.0,-87.62871529227941,41.90499846770968
1242 W 32ND PL,0,1,0.0,-87.65697093791687,41.83517525928576
1242 W WINNEMAC AVE,0,1,0.0,-87.66088016660412,41.97362746469564
12424 S MICHIGAN AVE,0,2,0.0,-87.62035254260564,41.66819153184234
12426 S MICHIGAN AVE,0,2,0.0,-87.62016958360924,41.66816009169367
1243 N STATE PKWY,0,2,0.0,-87.62871550270754,41.90501273900262
1247 N CENTRAL AVE,0,2,0.0,-87.7656944469822,41.90327035787428
1247 S FAIRFIELD AVE,0,6,0.0,-87.69460878392469,41.86535247047746
1247 S TRIPP AVE,0,2,0.0,-87.73126055917669,41.86521708925717
1248 N NOBLE ST,0,1,0.0,-87.66264938252199,41.90461787281972
1248 W 96TH ST,0,2,0.0,-87.65407058378538,41.71919002670525
1250 N MILWAUKEE AVE,0,4,0.0,-87.66820501533182,41.904463410561256
1250 S UNION AVE,0,1,0.0,-87.6450746685108,41.865956024118546
1250 W 110TH PL,0,1,0.0,-87.65213766445947,41.69314980481453
1250 W CORTLAND ST,0,1,0.0,-87.65997306329363,41.917099871664966
12511 S STATE ST,0,2,0.0,-87.6222513435812,41.666789259901535
1252 N CLEVELAND AVE,1,2,0.5,-87.64103510785309,41.904930401393116
1253 W 72ND ST,0,1,0.0,-87.65580178314951,41.76321130816767
12559 S CARONDOLET AVE,0,1,0.0,-87.54956663999613,41.667221673446605
1259 N MASSASOIT AVE,0,1,0.0,-87.76933248715723,41.90317031527631
126 E 117TH PL,0,1,0.0,-87.61989004215874,41.680747652849504
12600 S MICHIGAN AVE,0,1,0.0,-87.62000046585923,41.66446948712853
12600 S STEWART AVE,0,1,0.0,-87.63184503641966,41.665209454997786
12600 S WENTWORTH AVE,0,1,0.0,-87.62705122644243,41.665261139133904
12609 S EMERALD AVE,0,1,0.0,-87.64027478684481,41.664920476032044
1262 W BRYN MAWR AVE,0,1,0.0,-87.66189379169857,41.98359547146777
12637 S MUSKEGON AVE,0,4,0.0,-87.55440803100548,41.66547610877493
12639 S EMERALD AVE,0,1,0.0,-87.64025619466723,41.66436765276066
1265 W 73RD ST,0,1,0.0,-87.65615468809713,41.76138562788354
12700 S HALSTED ST,0,4,0.0,-87.64142094231725,41.663245103131615
12700 S SAGINAW AVE,0,1,0.0,-87.55805256970322,41.664682169338064
12715 S SAGINAW AVE,0,1,0.0,-87.5580533296447,41.66440527061279
1275 N WOOD ST,0,3,0.0,-87.67241838980293,41.905186012235816
128 N LAMON AVE,0,2,0.0,-87.7478023087088,41.88256838754124
12800 S GREEN ST,0,2,0.0,-87.64259514828005,41.661722439160705
12800 S HALSTED ST,0,1,0.0,-87.64135816088375,41.66136871954801
12825 S EMERALD AVE,0,4,0.0,-87.64013806401968,41.66068143070781
12830 S PARNELL AVE,0,1,0.0,-87.63533094603945,41.6606170078154
12845 S PARNELL AVE,0,1,0.0,-87.63532268549245,41.660365301029714
12864 S GREEN ST,0,1,0.0,-87.64253497546028,41.66009598395667
12876 S GREEN ST,0,1,0.0,-87.64252759042894,41.6598898514394
129 W 108TH ST,0,1,0.0,-87.62680191314281,41.698007000347424
12929 S MANISTEE AVE,0,1,0.0,-87.55563071469265,41.660482469224156
12939 S MUSKEGON AVE,0,1,0.0,-87.55441516042242,41.66029292851543
1300 E 75TH ST,0,3,0.0,-87.5932288507136,41.758700642045774
1300 N CLAREMONT AVE,0,1,0.0,-87.68587955329642,41.904891880146224
1300 N LEAVITT ST,0,2,0.0,-87.68219368808514,41.9049213791424
1300 S HEATH AVE,0,1,0.0,-87.68436361633701,41.86482724207474
1300 S HOMAN AVE,0,1,0.0,-87.7104756907663,41.86413240109256
1300 S INDEPENDENCE BLVD,0,2,0.0,-87.72006096627257,41.86440846154299
1300 S SACRAMENTO DR,0,1,0.0,-87.70223326104265,41.864594650278015
1300 W 18TH PL,0,8,0.0,-87.65884761704149,41.85700532893147
1300 W 19TH ST,0,2,0.0,-87.65881475330603,41.856097697480266
1300 W 32ND ST,0,2,0.0,-87.65916499029177,41.83607841786936
1300 W CHICAGO AVE,0,1,0.0,-87.65995808181829,41.89618797766603
1300 W GRENSHAW ST,0,1,0.0,-87.65914743086798,41.867802158459895
1300 W MADISON ST,0,4,0.0,-87.65961651122471,41.88157355472799
13000 S TORRENCE AVE,0,1,0.0,-87.55928617356719,41.65918933570747
13035 S BALTIMORE AVE,0,2,0.0,-87.5471332923579,41.658512329345726
13037 S DANIEL DR,0,1,0.0,-87.61567979141216,41.65827469237189
1304 W 99TH ST,0,1,0.0,-87.65526814873165,41.71405830016752
13052 S BALTIMORE AVE,0,2,0.0,-87.54713400922289,41.6581992322611
1306 W 115TH ST,0,2,0.0,-87.65454327442995,41.68491598648063
